1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
-42.8225362319326,,12.0,,1.0,2.0,24.0,-45.0255096664554,,1.0,3.91084055951331,20.0372390914708,,-86.6511008163902,17.0,-11.4059552735114,15.0,4.0,-20.0119247184827,27.2719635696746,1.0,6.0,,6.0,-30.6628681501977,14.0,12.0,42.0598717538962,1.0,2.0,5.0,3.0,1.24242606626143,83.1146098705157,-52.6825168244657,6.0,1.39755988698535,13.8585640416019,5.01044388341276,-1.03508468230521,3.82801851159786,-0.0318082398792812,28.8845892082951,1.0,12.0,-41.6569582837523,0.0,4.0,17.8712095654229,4.0,15.0,21.8633652222742,-13.349393804748,-2.21508593988643,-5.13737655044783,20.9041861077715,53.939262228716,-17.3283460735826
-13.4788163402101,13.0,12.0,75.1325016284123,0.0,2.0,24.0,-49.2135454110269,7.0,0.0,103.028552034411,-44.6035870350897,-75.4576143403306,-109.77276883244,16.0,-7.3867682791626,18.0,3.0,-52.5412159824427,-23.0533287553031,,4.0,2.0,6.0,22.5611229006118,14.0,11.0,63.1313981371027,5.0,0.0,5.0,5.0,22.2152166263354,110.620332262709,-40.9507306743687,4.0,0.846452093301375,3.51429320120333,4.83902116414403,-39.1243432436448,-69.0001225850342,6.25361822710353,24.6715846090866,0.0,10.0,-55.0857817181605,,5.0,21.5110194148647,2.0,13.0,-2.88010283469006,21.7391248341196,5.46416125405093,-30.3476120253528,23.3045065996722,47.7462248126899,-47.3054889799012
51.7027207115586,13.0,12.0,63.459270439739,0.0,3.0,24.0,-58.7770431573023,8.0,0.0,14.8505241322807,53.5160618368536,107.018097514526,-118.54006520026,17.0,-15.7140590107768,17.0,3.0,27.369358581151,10.830126882746,,1.0,2.0,5.0,6.02576804254552,16.0,16.0,50.9646138113475,3.0,1.0,3.0,3.0,19.9543000662495,106.354195310413,,5.0,1.57454969811168,105.726958019339,19.5990974078009,-3.28916401838129,37.0068983482838,7.93519723258669,30.6617092550003,2.0,12.0,-36.3527281118244,1.0,,,3.0,16.0,21.8516231219819,,7.4717636440524,-12.3483143823346,34.406243101228,34.4795150076373,-33.3261716317467
,12.0,13.0,-15.4925608155275,1.0,1.0,23.0,0.624258307784189,9.0,0.0,60.2565797218957,32.6402117032558,17.5087495900289,-62.5515223121101,,-3.51838280541741,20.0,3.0,-36.0653973533036,-20.2015553851587,6.0,7.0,0.0,,2.24828644472705,,15.0,49.7262296990753,4.0,1.0,3.0,3.0,6.22122867336771,156.32445345095,,4.0,2.03234702947154,87.0300453480424,3.68842335290098,-29.1698720743967,-107.670732867989,1.65032426452965,32.4298568021798,0.0,,-83.484587292994,1.0,5.0,16.9648476345504,2.0,15.0,-25.1281193283809,-26.8582615959313,54.2035012064267,10.3412171431814,29.0807528778972,40.23585464274,-35.8359557373916
7.63327349994219,,13.0,59.86268053659,0.0,3.0,,-61.3953194981727,,0.0,62.5689087125049,14.0705200377852,68.5033241280362,-109.179454401595,17.0,-12.600967006863,18.0,1.0,27.3389417333307,8.29092692381485,6.0,4.0,3.0,7.0,14.0592035485148,13.0,10.0,55.275521240356,3.0,0.0,1.0,6.0,13.4061617121747,35.2632099917568,-39.8121851721347,4.0,1.57114572360534,64.5388708369195,,-19.6931787258456,-73.401922071456,8.43761711165741,28.6789397383057,1.0,10.0,-67.0431808181661,0.0,4.0,8.46707552137948,4.0,14.0,30.610006147534,-15.6637210418048,38.3238427409731,-65.5618213287514,33.9658831444347,50.2457938885016,-44.0182447171808
-211.663025195327,13.0,11.0,22.4834040228781,0.0,3.0,,-53.3797947099535,7.0,0.0,,-62.3544810339808,-5.18312710944312,-81.326120171867,16.0,-5.04226262528744,15.0,2.0,,-12.53049136238,,6.0,3.0,7.0,38.0815050318908,14.0,10.0,52.6010674426508,,0.0,3.0,4.0,8.07598126576072,123.225826624297,,3.0,1.23914392394215,64.8109743009205,-1.80365917836842,-28.8359945685905,-48.1115147056211,2.62322607091337,43.4476028221914,1.0,10.0,-20.8547683313872,0.0,5.0,27.0533575748189,4.0,15.0,,30.5966114089649,10.6616638137622,-11.4514330273964,30.4294171223156,35.0160115426627,-10.4619838352678
-48.6446666499202,12.0,11.0,-10.0696201432263,1.0,1.0,23.0,-76.8724801853081,,0.0,22.0370125161902,79.0042739827186,63.6302038089164,-65.5715203412115,17.0,-3.73048888789237,17.0,,-1.2445633117528,13.5101014672407,3.0,4.0,1.0,7.0,9.56740670599087,11.0,,49.139244867498,3.0,1.0,4.0,3.0,,88.8265015316804,-26.142828659118,3.0,0.396987138135921,37.3206411782404,3.1561853331241,-19.834273161251,-7.00395392071602,-5.37303642722837,,0.0,12.0,-68.6674749889462,0.0,6.0,19.081048013429,3.0,16.0,9.89999884397978,-72.9684279661386,-22.9307636461892,-46.9543051791872,,28.2742537726351,
45.6922711895889,,14.0,7.33192678773058,0.0,1.0,,-33.3755215986733,6.0,,-3.11078386979988,54.4362229760736,-17.3035586851968,-138.574868621951,18.0,-12.6980034441073,17.0,4.0,-21.5966821146552,,3.0,4.0,2.0,3.0,-18.8777485112532,15.0,12.0,44.5691429901562,2.0,1.0,5.0,4.0,8.85598437064695,139.030307452014,-60.8858755619512,7.0,0.601970021075204,53.8577451272595,-25.5648164499736,-23.9488601822726,3.88306362116454,0.218781259129527,22.8356853754054,1.0,10.0,-11.650902306031,0.0,,12.1254687992661,4.0,15.0,46.2627571357222,-22.3691628964211,18.5251357268604,3.43831611587055,19.6508031127506,37.1524949025917,-45.8942507265681
148.810004618713,13.0,12.0,19.6803821965659,2.0,1.0,23.0,-94.6676080802127,7.0,1.0,,-2.56374781019986,32.1273838600171,-135.273466901891,19.0,-21.5052901094978,15.0,,-48.1335420907451,-6.36777882875685,1.0,5.0,2.0,4.0,-46.0906634542975,12.0,,47.1684806022633,5.0,2.0,4.0,3.0,14.9913594740247,95.2090167705864,-8.98791294862637,5.0,0.905739451961059,56.1162871910767,-1.78989491530452,-43.5174566647136,-64.4518196299338,-3.37066355444305,28.3696165486804,0.0,10.0,-57.6934432736391,0.0,7.0,26.9562390863436,,15.0,19.389626439483,28.6341461098488,33.0000354435947,-22.9045134088529,22.7505312357682,35.0093773192344,-60.7429961383014
-4.86892281593767,13.0,11.0,0.671906236928137,0.0,3.0,23.0,-16.1148056124883,,1.0,-30.6632745322673,-82.1700002532452,30.9744210769037,-46.1566636764564,16.0,-12.1474935803492,16.0,,35.7049315953981,39.9329835409127,6.0,4.0,1.0,5.0,13.4750555383997,14.0,14.0,35.8569810424493,3.0,0.0,4.0,3.0,30.7053560752755,114.411485945637,-24.1522922369131,,0.192447217713602,18.3654617132401,18.7838462773795,,-84.6374847234767,-6.04874366580988,32.0986438170532,2.0,12.0,,0.0,0.0,22.5827205197039,3.0,15.0,23.826928601867,-42.4849371283472,66.9013613759329,,30.4916543484925,33.2750092085531,-11.5751326917077
